TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,ORIGINAL CUR,BILLING GROSS AMT,BILLING CUR CODE,TRANS TAX RATE,TRANS TAX AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,DIRECTORATE,TRANS_DATE_YM,TRANS_DATE_Y,TRANS_DATE_M,TRANS_DATE_D
2018-08-22,VZ,228.0,GBP,228.0,GBP,0.0,0.0,-kiwi.com-,************3625,K260,Travel Foreign,TC3VC,BCT Management Team,A00,Corporate Resources,2018-08,2018,08,22
2018-08-08,VZ,50.55,GBP,50.55,GBP,0.0,0.0,primitivo limited,************8376,M900,Hospitality,RBB09,European & International Team,A00,Corporate Resources,2018-08,2018,08,08
2018-08-10,VR,31.92,GBP,31.92,GBP,20.0,5.32,ebuyer (uk) ltd,************8043,L100,Equip Operational,RBF14,Financial Planning,A00,Corporate Resources,2018-08,2018,08,10
2018-08-16,VZ,845.0,GBP,845.0,GBP,0.0,0.0,www.wmca.co.uk,************3778,K210,Travel Bus/Rail,RBL19,Members Services,A00,Corporate Resources,2018-08,2018,08,16
2018-08-22,VR,12.16,GBP,12.16,GBP,20.0,2.03,marksspencer plc saca,************0612,L220,Purchases Food,RBL23,Lord Mayors Parlour,A00,Corporate Resources,2018-08,2018,08,22
2018-08-16,VR,22.66,GBP,22.66,GBP,20.0,3.78,waitrose,************0612,L220,Purchases Food,RBL23,Lord Mayors Parlour,A00,Corporate Resources,2018-08,2018,08,16
2018-08-14,VR,9.98,GBP,9.98,GBP,20.0,1.66,tesco stores 2503,************0612,L220,Purchases Food,RBL23,Lord Mayors Parlour,A00,Corporate Resources,2018-08,2018,08,14
2018-08-04,VR,15.25,GBP,15.25,GBP,20.0,2.54,marksspencer plc saca,************0612,L220,Purchases Food,RBL23,Lord Mayors Parlour,A00,Corporate Resources,2018-08,2018,08,04
2018-08-24,VZ,20.0,GBP,20.0,GBP,0.0,0.0,national express limited,************9733,K210,Travel Bus/Rail,TA-01887-01,Digital Birmingham,A00,Corporate Resources,2018-08,2018,08,24
2018-08-24,VZ,27.0,GBP,27.0,GBP,0.0,0.0,national express limited,************9733,K210,Travel Bus/Rail,TA-01887-01,Digital Birmingham,A00,Corporate Resources,2018-08,2018,08,24
2018-08-17,VZ,65.5,GBP,65.5,GBP,0.0,0.0,www.wmca.co.uk,************9733,K210,Travel Bus/Rail,RBB09,European & International Team,A00,Corporate Resources,2018-08,2018,08,17
2018-08-15,VZ,4.85,GBP,4.85,GBP,0.0,0.0,java lounge,************9733,H0R0,Conference Fees Subs UK,TA-00847-01,Support To Projects With Partner Cities,A00,Corporate Resources,2018-08,2018,08,15
2018-08-08,VR,57.16,GBP,57.16,GBP,20.0,9.53,tesco pfs 4203,************1546,K020,Vehicle Fuel,RTA71,Customer Support Officers,A00,Corporate Resources,2018-08,2018,08,08
2018-08-06,VR,23.27,GBP,23.27,GBP,20.0,3.88,tesco stores 2503,************9753,L250,Contract Meals,RBC21,Sutton New Road,A00,Corporate Resources,2018-08,2018,08,06
2018-08-27,VZ,34.44,GBP,34.44,GBP,0.0,0.0,amzn mktp uk,************6678,L9Y0,Computing Other,RBL43,Support Services-General,A00,Corporate Resources,2018-08,2018,08,27
2018-08-20,VZ,13.0,GBP,13.0,GBP,0.0,0.0,companies house,************6678,L670,Legal Fee Other,RBLT1,Outsource,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VZ,4.82,GBP,4.82,GBP,0.0,0.0,fast key services limi,************6678,L100,Equip Operational,RBL43,Support Services-General,A00,Corporate Resources,2018-08,2018,08,20
2018-08-13,VZ,230.0,GBP,230.0,GBP,0.0,0.0,hilton hotels,************6678,M900,Hospitality,RBL26,Director,A00,Corporate Resources,2018-08,2018,08,13
2018-08-08,VZ,18.47,GBP,18.47,GBP,0.0,0.0,amzn mktp uk,************6678,L9Y0,Computing Other,RBL43,Support Services-General,A00,Corporate Resources,2018-08,2018,08,08
2018-08-03,VZ,34.8,GBP,34.8,GBP,0.0,0.0,www.stanley-ley.co.uk,************6678,L300,Clothing&Uniforms,RBL33,Adults Safeguarding Team,A00,Corporate Resources,2018-08,2018,08,03
2018-08-03,VZ,50.5,GBP,50.5,GBP,0.0,0.0,shepherd  woodwar,************6678,L300,Clothing&Uniforms,RBL33,Adults Safeguarding Team,A00,Corporate Resources,2018-08,2018,08,03
2018-08-26,VZ,314.32,GBP,314.32,GBP,0.0,0.0,lufthansa,************6985,H0T0,Conference Fees Subs Foreign,RBB09,European & International Team,A00,Corporate Resources,2018-08,2018,08,26
2018-08-06,VZ,6.4,GBP,6.4,GBP,0.0,0.0,amazon.co.uk,************6985,L080,Mat'l Raw/Drct,RBB09,European & International Team,A00,Corporate Resources,2018-08,2018,08,06
2018-08-06,VR,5.4,GBP,5.4,GBP,20.0,0.9,java lounge,************6985,H0R0,Conference Fees Subs UK,TA-01869-01,Social and Economic Innovation,A00,Corporate Resources,2018-08,2018,08,06
2018-08-04,VZ,6.93,GBP,6.93,GBP,0.0,0.0,amazon.co.uk,************6985,L080,Mat'l Raw/Drct,RBB09,European & International Team,A00,Corporate Resources,2018-08,2018,08,04
2018-08-24,VZ,7.99,GBP,7.99,GBP,0.0,0.0,amazon prime,************3556,L420,Stationery,RDTQF,Finance & Administration,A00,Corporate Resources,2018-08,2018,08,24
2018-08-13,VR,16.39,GBP,16.39,GBP,20.0,2.73,halfords 0411,************3556,K020,Vehicle Fuel,RDTQF,Finance & Administration,A00,Corporate Resources,2018-08,2018,08,13
2018-08-07,VZ,34.95,GBP,34.95,GBP,0.0,0.0,amzn mktp uk,************3556,L420,Stationery,RDTQF,Finance & Administration,A00,Corporate Resources,2018-08,2018,08,07
2018-08-20,VR,90.84,GBP,90.84,GBP,20.0,15.14,mpk garages limite,************7212,K020,Vehicle Fuel,RDFAA,Surplus EDC General Land & Buildings,A00,Corporate Resources,2018-08,2018,08,20
2018-08-06,VR,141.36,GBP,141.36,GBP,20.0,23.56,acuprime,************6478,L100,Equip Operational,RBH46,cost center,A00,Corporate Resources,2018-08,2018,08,06
2018-08-23,VR,4.6,GBP,4.6,GBP,20.0,0.77,caffe islington,************2291,M900,Hospitality,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,23
2018-08-23,VR,20.0,GBP,20.0,GBP,20.0,3.33,3c_angel central shop,************2291,K080,Vehicle OthrunCosts,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,23
2018-08-23,VR,9.8,GBP,9.8,GBP,20.0,1.63,ms simply food,************2291,L220,Purchases Food,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,23
2018-08-22,VR,20.4,GBP,20.4,GBP,20.0,3.4,pho islington,************2291,M900,Hospitality,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,22
2018-08-22,VR,8.74,GBP,8.74,GBP,20.0,1.46,itsu 029 strand,************2291,M900,Hospitality,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,22
2018-08-22,VZ,12.7,GBP,12.7,GBP,0.0,0.0,lul ticket machine,************2291,K210,Travel Bus/Rail,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,22
2018-08-21,VR,25.83,GBP,25.83,GBP,20.0,4.31,co-op group petrol,************2291,K020,Vehicle Fuel,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,21
2018-08-20,VZ,56.0,GBP,56.0,GBP,0.0,0.0,west coast trains,************2291,K210,Travel Bus/Rail,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VR,9.18,GBP,9.18,GBP,20.0,1.53,waitrose 184,************2291,L220,Purchases Food,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,20
2018-08-17,VR,4.85,GBP,4.85,GBP,20.0,0.81,caffe nero - 555,************2291,M900,Hospitality,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,17
2018-08-17,VZ,57.0,GBP,57.0,GBP,0.0,0.0,gwr reading to,************2291,K210,Travel Bus/Rail,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,17
2018-08-17,VR,10.7,GBP,10.7,GBP,20.0,1.78,ms simply food - ssp,************2291,L220,Purchases Food,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,17
2018-08-16,VR,9.3,GBP,9.3,GBP,20.0,1.55,welcome b/waitrose,************2291,L220,Purchases Food,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,16
2018-08-16,VR,16.95,GBP,16.95,GBP,20.0,2.83,the moderation,************2291,M900,Hospitality,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,16
2018-08-10,VZ,176.0,GBP,176.0,GBP,0.0,0.0,west coast trains,************2291,K210,Travel Bus/Rail,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,10
2018-08-10,VR,3.5,GBP,3.5,GBP,20.0,0.58,wct catering,************2291,K210,Travel Bus/Rail,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,10
2018-08-10,VR,8.0,GBP,8.0,GBP,20.0,1.33,ms simply food - ssp,************2291,L220,Purchases Food,RBL41,Criminal Litigation and Regulatory Team,A00,Corporate Resources,2018-08,2018,08,10
2018-09-01,VZ,199.0,USD,158.25,GBP,0.0,0.0,union metrics,************0747,L100,Equip Operational,RBA15,Camp Plan and Del,A00,Corporate Resources,2018-09,2018,09,01
2018-08-12,VR,39.99,GBP,39.99,GBP,20.0,6.67,argos ltd,************0747,L100,Equip Operational,RBA15,Camp Plan and Del,A00,Corporate Resources,2018-08,2018,08,12
2018-08-24,VR,65.0,GBP,65.0,GBP,20.0,10.83,esso birches bridge sstn,************1512,K020,Vehicle Fuel,RBF40,Corp Inbound Post,A00,Corporate Resources,2018-08,2018,08,24
2018-08-22,VR,64.0,GBP,64.0,GBP,20.0,10.67,esso birches bridge sstn,************1512,K020,Vehicle Fuel,RBF40,Corp Inbound Post,A00,Corporate Resources,2018-08,2018,08,22
2018-08-20,VR,71.9,GBP,71.9,GBP,20.0,11.98,esso birches bridge sstn,************1512,K020,Vehicle Fuel,RBF40,Corp Inbound Post,A00,Corporate Resources,2018-08,2018,08,20
2018-08-16,VR,93.6,GBP,93.6,GBP,20.0,15.6,rothersthorpe south conne,************1512,K020,Vehicle Fuel,RBF40,Corp Inbound Post,A00,Corporate Resources,2018-08,2018,08,16
2018-08-14,VR,87.45,GBP,87.45,GBP,20.0,14.58,rothersthorpe south conne,************1512,K020,Vehicle Fuel,RBF40,Corp Inbound Post,A00,Corporate Resources,2018-08,2018,08,14
2018-08-10,VR,62.3,GBP,62.3,GBP,20.0,10.38,esso birches bridge sstn,************1512,K020,Vehicle Fuel,RBF40,Corp Inbound Post,A00,Corporate Resources,2018-08,2018,08,10
2018-08-08,VR,61.01,GBP,61.01,GBP,20.0,10.17,esso birches bridge sstn,************1512,K020,Vehicle Fuel,RBF40,Corp Inbound Post,A00,Corporate Resources,2018-08,2018,08,08
2018-08-06,VR,60.6,GBP,60.6,GBP,20.0,10.1,esso birches bridge sstn,************1512,K020,Vehicle Fuel,RBF40,Corp Inbound Post,A00,Corporate Resources,2018-08,2018,08,06
2018-08-12,VZ,8.0,GBP,8.0,GBP,0.0,0.0,first bus,************4005,K210,Travel Bus/Rail,TA-01934-01,Team-Costs - CWG,A00,Corporate Resources,2018-08,2018,08,12
2018-08-08,VZ,8.0,GBP,8.0,GBP,0.0,0.0,first glasgow (no.,************4005,K210,Travel Bus/Rail,TA-01934-01,Team-Costs - CWG,A00,Corporate Resources,2018-08,2018,08,08
2018-08-08,VZ,10.5,GBP,10.5,GBP,0.0,0.0,allbarone airside,************4005,M900,Hospitality,TA-01934-01,Team-Costs - CWG,A00,Corporate Resources,2018-08,2018,08,08
2018-08-24,VR,46.06,GBP,46.06,GBP,20.0,0.0,esso aston way ss,************9029,K020,Vehicle Fuel,RDTQF,Finance & Administration,A00,Corporate Resources,2018-08,2018,08,24
2018-08-12,VR,53.15,GBP,53.15,GBP,20.0,0.0,malthurst limited,************9029,K020,Vehicle Fuel,RDTQF,Finance & Administration,A00,Corporate Resources,2018-08,2018,08,12
2018-08-03,VR,42.78,GBP,42.78,GBP,20.0,0.0,esso aston way ss,************9029,K020,Vehicle Fuel,RDTQF,Finance & Administration,A00,Corporate Resources,2018-08,2018,08,03
2018-08-21,VR,63.37,GBP,63.37,GBP,20.0,10.56,ksg pershore road,************3548,K020,Vehicle Fuel,RBCBD,Strategic Developments,A00,Corporate Resources,2018-08,2018,08,21
2018-09-02,VR,9.7,GBP,9.7,GBP,20.0,1.62,toolstation ltd,************0431,L100,Equip Operational,RBC23,Woodcock St - CAB,A00,Corporate Resources,2018-09,2018,09,02
2018-08-24,VZ,60.0,GBP,60.0,GBP,0.0,0.0,amzn mktp uk,************0431,L030,Books,RBC23,Woodcock St - CAB,A00,Corporate Resources,2018-08,2018,08,24
2018-08-24,VR,33.98,GBP,33.98,GBP,20.0,5.66,paypal ianpav ltd,************0431,L100,Equip Operational,RBC23,Woodcock St - CAB,A00,Corporate Resources,2018-08,2018,08,24
2018-08-14,VR,12.02,GBP,12.02,GBP,20.0,2.0,lidl uk  sutton cldfld,************0431,L220,Purchases Food,RBC23,Woodcock St - CAB,A00,Corporate Resources,2018-08,2018,08,14
2018-08-09,VR,97.12,GBP,97.12,GBP,20.0,16.19,fast key services limi,************0431,L100,Equip Operational,RBC23,Woodcock St - CAB,A00,Corporate Resources,2018-08,2018,08,09
2018-08-31,VL,32.66,GBP,32.66,GBP,5.0,1.56,www.opusenergy.com,************3929,J210,Gas,RDP98,BBC 4 : Mount St,A00,Corporate Resources,2018-08,2018,08,31
2018-08-31,VL,163.86,GBP,163.86,GBP,5.0,7.8,npower,************3929,J200,Electricity,RDP7B,Clarence Chb Corporation St,A00,Corporate Resources,2018-08,2018,08,31
2018-08-30,VL,24.51,GBP,24.51,GBP,5.0,1.17,npower,************3929,J200,Electricity,RDP4Q,Lee Bank House,A00,Corporate Resources,2018-08,2018,08,30
2018-08-30,VL,24.77,GBP,24.77,GBP,5.0,1.18,e.on energy solutions,************3929,J200,Electricity,RDP57,Hylton Ct St/Hylton Pl/Vyse St,A00,Corporate Resources,2018-08,2018,08,30
2018-08-24,VR,4.56,GBP,4.56,GBP,20.0,0.0,water plus,************3929,X0A0,In Year Credits,RDTQP,Property Income Unit (PIU),A00,Corporate Resources,2018-08,2018,08,24
2018-08-23,VR,168.6,GBP,168.6,GBP,20.0,28.1,bt bill payment 2,************3929,L750,Phon NonCentrx Lines,RDP4U,Seedbed Centre,A00,Corporate Resources,2018-08,2018,08,23
2018-08-23,VL,13.66,GBP,13.66,GBP,5.0,0.65,www.opusenergy.com,************3929,J200,Electricity,RDPBZ,Municipal Shops,A00,Corporate Resources,2018-08,2018,08,23
2018-08-23,VL,28.56,GBP,28.56,GBP,5.0,1.36,edf energy-ivr,************3929,J200,Electricity,RDP7G,Gazzette Building 168 Corpn St,A00,Corporate Resources,2018-08,2018,08,23
2018-08-23,VL,71.4,GBP,71.4,GBP,5.0,3.4,e.on energy solutions,************3929,J200,Electricity,RDP4Q,Lee Bank House,A00,Corporate Resources,2018-08,2018,08,23
2018-08-22,VL,64.33,GBP,64.33,GBP,5.0,3.06,www.opusenergy.com,************3929,J200,Electricity,RDP72,11-14 Cannon St/7 Fore St,A00,Corporate Resources,2018-08,2018,08,22
2018-08-22,VZ,19.22,GBP,19.22,GBP,0.0,1.33,water plus,************3929,J280,Water Services,RDP5N,80-82 Vyse St,A00,Corporate Resources,2018-08,2018,08,22
2018-08-22,VZ,1248.44,GBP,1248.44,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDPBZ,Municipal Shops,A00,Corporate Resources,2018-08,2018,08,22
2018-08-22,VZ,24.89,GBP,24.89,GBP,0.0,1.83,water plus,************3929,J280,Water Services,RDP5N,80-82 Vyse St,A00,Corporate Resources,2018-08,2018,08,22
2018-08-22,VZ,861.69,GBP,861.69,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDP3Z,Leaders Portfolio Industrial General,A00,Corporate Resources,2018-08,2018,08,22
2018-08-20,VL,24.96,GBP,24.96,GBP,5.0,1.19,www.britishgas.co.,************3929,J200,Electricity,RDP92,BBC 4A : Mount St Cent Block,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VL,76.46,GBP,76.46,GBP,5.0,3.64,npower,************3929,J200,Electricity,RDP7F,Pitman Building 159/161 Corprn,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VL,84.19,GBP,84.19,GBP,5.0,4.01,npower,************3929,J200,Electricity,RDP7F,Pitman Building 159/161 Corprn,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VR,1655.12,GBP,1655.12,GBP,20.0,275.85,canal  river trust,************3929,J280,Water Services,RDP97,BBC 3 : Montgomery St,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VL,12.6,GBP,12.6,GBP,5.0,0.6,e.on energy solutions,************3929,J200,Electricity,RDP58,"2,4,6 Hylton St/40,41 Vyse St",A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VL,20.64,GBP,20.64,GBP,5.0,0.98,e.on energy solutions,************3929,J200,Electricity,RDP5P,83 84 Vyse St,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VL,23.12,GBP,23.12,GBP,5.0,1.1,e.on energy solutions,************3929,J200,Electricity,RDP5P,83 84 Vyse St,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VL,23.12,GBP,23.12,GBP,5.0,1.1,e.on energy solutions,************3929,J200,Electricity,RDP57,Hylton Ct St/Hylton Pl/Vyse St,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VL,63.12,GBP,63.12,GBP,5.0,3.01,e.on energy solutions,************3929,J200,Electricity,RDP4Z,Hylton St Vyse St Hylton Place,A00,Corporate Resources,2018-08,2018,08,20
2018-08-20,VZ,63.12,GBP,63.12,GBP,0.0,0.0,e.on energy solutions,************3929,J200,Electricity,RDP4Z,Hylton St Vyse St Hylton Place,A00,Corporate Resources,2018-08,2018,08,20
2018-08-16,VL,21.64,GBP,21.64,GBP,5.0,1.03,www.britishgas.co.,************3929,J210,Gas,RDP5P,83 84 Vyse St,A00,Corporate Resources,2018-08,2018,08,16
2018-08-16,VL,64.16,GBP,64.16,GBP,5.0,3.06,npower,************3929,J200,Electricity,RDP78,Corportion St Ruskin Chambers,A00,Corporate Resources,2018-08,2018,08,16
2018-08-16,VL,84.2,GBP,84.2,GBP,5.0,4.01,npower,************3929,J200,Electricity,RDP7F,Pitman Building 159/161 Corprn,A00,Corporate Resources,2018-08,2018,08,16
2018-08-16,VL,58.22,GBP,58.22,GBP,5.0,2.77,npower,************3929,J200,Electricity,RDP78,Corportion St Ruskin Chambers,A00,Corporate Resources,2018-08,2018,08,16
2018-08-15,VR,79.19,GBP,79.19,GBP,20.0,13.2,bt bill payment 2,************3929,L750,Phon NonCentrx Lines,RDP98,BBC 4 : Mount St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,20.81,GBP,20.81,GBP,5.0,0.99,www.britishgas.co.,************3929,J210,Gas,RDP4Q,Lee Bank House,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,13.79,GBP,13.79,GBP,5.0,0.66,www.britishgas.co.,************3929,J200,Electricity,RDP5A,Pitford St/Vyse St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,17.3,GBP,17.3,GBP,5.0,0.82,www.britishgas.co.,************3929,J210,Gas,RDP5N,80-82 Vyse St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,44.66,GBP,44.66,GBP,5.0,2.13,www.britishgas.co.,************3929,J200,Electricity,RDP57,Hylton Ct St/Hylton Pl/Vyse St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,18.7,GBP,18.7,GBP,5.0,0.89,www.britishgas.co.,************3929,J200,Electricity,RDP9Z,Non Specific Property-BBC,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,19.9,GBP,19.9,GBP,5.0,0.95,www.britishgas.co.,************3929,J210,Gas,RDP55,18/20 Hockley St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,38.35,GBP,38.35,GBP,5.0,1.83,www.britishgas.co.,************3929,J210,Gas,RDP4Q,Lee Bank House,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,28.77,GBP,28.77,GBP,5.0,1.37,www.britishgas.co.,************3929,J210,Gas,RDP96,BBC 2:Extension-Sydenham Rd,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,163.72,GBP,163.72,GBP,5.0,7.8,www.britishgas.co.,************3929,J210,Gas,RDP57,Hylton Ct St/Hylton Pl/Vyse St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,92.97,GBP,92.97,GBP,5.0,4.43,www.britishgas.co.,************3929,J200,Electricity,RDP5J,52 Vyse St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,3.62,GBP,3.62,GBP,5.0,0.17,www.britishgas.co.,************3929,J200,Electricity,RDPBZ,Municipal Shops,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,19.9,GBP,19.9,GBP,5.0,0.95,www.britishgas.co.,************3929,J210,Gas,RDP57,Hylton Ct St/Hylton Pl/Vyse St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,38.99,GBP,38.99,GBP,5.0,1.86,www.britishgas.co.,************3929,J210,Gas,RDP5G,42-44 Vyse St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,18.7,GBP,18.7,GBP,5.0,0.89,www.britishgas.co.,************3929,J200,Electricity,RDP9Z,Non Specific Property-BBC,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,13.43,GBP,13.43,GBP,5.0,0.64,www.totalgp.com,************3929,J200,Electricity,RDP78,Corportion St Ruskin Chambers,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,5.45,GBP,5.45,GBP,5.0,0.26,www.totalgp.com,************3929,J200,Electricity,RDP78,Corportion St Ruskin Chambers,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,7.95,GBP,7.95,GBP,5.0,0.38,www.totalgp.com,************3929,J200,Electricity,RDP78,Corportion St Ruskin Chambers,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,84.19,GBP,84.19,GBP,5.0,4.01,npower,************3929,J200,Electricity,RDP7G,Gazzette Building 168 Corpn St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,60.31,GBP,60.31,GBP,5.0,2.87,npower,************3929,J200,Electricity,RDP7F,Pitman Building 159/161 Corprn,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,38.99,GBP,38.99,GBP,5.0,1.86,npower,************3929,J200,Electricity,RDP78,Corportion St Ruskin Chambers,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,16.28,GBP,16.28,GBP,5.0,0.78,haven power ltd,************3929,J200,Electricity,RDP99,BBC 5: Northside,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VZ,52.36,GBP,52.36,GBP,0.0,3.51,water plus,************3929,J280,Water Services,RDPBZ,Municipal Shops,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VZ,557.37,GBP,557.37,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDP8Z,Leaders Portfolio Agricultural Propertie,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VZ,15.65,GBP,15.65,GBP,0.0,1.8,water plus,************3929,J280,Water Services,RDP53,Hockley St/Northampton St,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VZ,151.89,GBP,151.89,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDP8Z,Leaders Portfolio Agricultural Propertie,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VZ,505.29,GBP,505.29,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDP8Z,Leaders Portfolio Agricultural Propertie,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,23.62,GBP,23.62,GBP,5.0,1.12,axix for business,************3929,J200,Electricity,RDP44,Bordesley Green Trading Estate,A00,Corporate Resources,2018-08,2018,08,15
2018-08-15,VL,14.89,GBP,14.89,GBP,5.0,0.71,e.on energy solutions,************3929,J200,Electricity,RDP4Q,Lee Bank House,A00,Corporate Resources,2018-08,2018,08,15
2018-08-13,VL,14.39,GBP,14.39,GBP,5.0,0.69,www.britishgas.co.,************3929,J200,Electricity,RDP78,Corportion St Ruskin Chambers,A00,Corporate Resources,2018-08,2018,08,13
2018-08-13,VL,15.42,GBP,15.42,GBP,5.0,0.73,www.britishgas.co.,************3929,J200,Electricity,RDP7B,Clarence Chb Corporation St,A00,Corporate Resources,2018-08,2018,08,13
2018-08-13,VL,26.42,GBP,26.42,GBP,5.0,1.26,e.on energy solutions,************3929,J200,Electricity,RDP7B,Clarence Chb Corporation St,A00,Corporate Resources,2018-08,2018,08,13
2018-08-13,VL,70.25,GBP,70.25,GBP,5.0,3.35,e.on energy solutions,************3929,J200,Electricity,RDP7A,Cherry St Grenville Bldg,A00,Corporate Resources,2018-08,2018,08,13
2018-08-13,VL,92.1,GBP,92.1,GBP,5.0,4.39,e.on energy solutions,************3929,J210,Gas,RDP4Q,Lee Bank House,A00,Corporate Resources,2018-08,2018,08,13
2018-08-13,VL,102.51,GBP,102.51,GBP,5.0,4.88,e.on energy solutions,************3929,J210,Gas,RDP5A,Pitford St/Vyse St,A00,Corporate Resources,2018-08,2018,08,13
2018-08-10,VL,45.28,GBP,45.28,GBP,5.0,2.16,www.britishgas.co.,************3929,J200,Electricity,RDPBZ,Municipal Shops,A00,Corporate Resources,2018-08,2018,08,10
2018-08-10,VZ,6.82,GBP,6.82,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDP4Q,Lee Bank House,A00,Corporate Resources,2018-08,2018,08,10
2018-08-09,VR,78.92,GBP,78.92,GBP,20.0,13.15,bt bill payment 2,************3929,L750,Phon NonCentrx Lines,RDP7G,Gazzette Building 168 Corpn St,A00,Corporate Resources,2018-08,2018,08,09
2018-08-09,VL,126.08,GBP,126.08,GBP,5.0,6.0,npower,************3929,J200,Electricity,RDPBZ,Municipal Shops,A00,Corporate Resources,2018-08,2018,08,09
2018-08-09,VL,360.8,GBP,360.8,GBP,5.0,17.18,e.on energy solutions,************3929,J200,Electricity,RDP4T,Riland Rd Industrial Estate,A00,Corporate Resources,2018-08,2018,08,09
2018-08-08,VL,198.07,GBP,198.07,GBP,5.0,9.43,www.britishgas.co.,************3929,J200,Electricity,RDPTZ,Rents-Local Services,A00,Corporate Resources,2018-08,2018,08,08
2018-08-08,VZ,231.51,GBP,231.51,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDP1Z,Leaders Portfolio Outer City General,A00,Corporate Resources,2018-08,2018,08,08
2018-08-08,VZ,152.48,GBP,152.48,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDP4U,Seedbed Centre,A00,Corporate Resources,2018-08,2018,08,08
2018-08-08,VZ,15.91,GBP,15.91,GBP,0.0,0.0,water plus,************3929,J280,Water Services,RDP4M,St Andrews Industrial Estate,A00,Corporate Resources,2018-08,2018,08,08
